start_time,killerwhale_presence,killerwhale_echo_types,end_time
2021-07-01T04:39:01.197Z,1.0,NaN,2021-07-01T06:41:47Z
2021-07-01T12:35:41.866Z,1.0,NaN,2021-07-01T19:23:06Z
2021-07-02T19:35:23.775Z,1.0,NaN,2021-07-02T19:40:08Z
2021-07-03T01:18:45.344Z,1.0,NaN,2021-07-03T02:28:24Z
2021-07-03T11:24:31.316Z,1.0,NaN,2021-07-03T15:26:55Z
2021-07-03T16:55:19.090Z,1.0,NaN,2021-07-03T17:10:24Z
2021-07-04T04:08:02.682Z,1.0,NaN,2021-07-04T04:25:21Z
2021-07-04T10:32:43.551Z,1.0,NaN,2021-07-04T13:49:15Z
2021-07-04T14:51:26.324Z,1.0,NaN,2021-07-04T15:30:32Z
2021-07-04T17:36:02.270Z,1.0,NaN,2021-07-04T23:08:04Z
2021-07-05T10:24:54.393Z,1.0,NaN,2021-07-05T14:08:33Z
2021-07-05T15:17:43.781Z,1.0,NaN,2021-07-05T22:13:33Z
2021-07-05T23:13:19.441Z,1.0,NaN,2021-07-06T01:46:43Z
2021-07-06T15:09:46.668Z,1.0,NaN,2021-07-06T22:46:51Z
2021-07-07T10:17:08.274Z,1.0,NaN,2021-07-07T10:42:36Z
2021-07-07T17:55:25.691Z,1.0,NaN,2021-07-07T21:19:14Z
2021-07-09T13:15:37.843Z,1.0,NaN,2021-07-09T17:33:31Z
2021-07-10T17:25:43.371Z,1.0,NaN,2021-07-10T18:17:09Z
2021-07-10T19:19:00.250Z,1.0,NaN,2021-07-10T23:41:29Z
2021-07-11T08:45:24.151Z,1.0,NaN,2021-07-11T09:21:01Z
2021-07-11T18:06:15.225Z,1.0,NaN,2021-07-11T19:00:07Z
2021-07-13T00:26:49.270Z,1.0,NaN,2021-07-13T00:35:20Z
2021-07-13T09:40:06.645Z,1.0,NaN,2021-07-13T09:52:12Z
2021-07-13T15:34:10.900Z,1.0,NaN,2021-07-13T21:42:55Z
2021-07-14T19:47:14.192Z,1.0,NaN,2021-07-15T02:50:16Z
2021-07-15T19:22:32.736Z,1.0,NaN,2021-07-16T07:25:14Z
2021-07-15T19:22:32.737Z,1.0,NaN,2021-07-16T07:25:14Z
2021-07-16T16:15:32.248Z,1.0,NaN,2021-07-16T21:09:05Z
2021-07-17T14:24:21.107Z,1.0,NaN,2021-07-17T16:53:28Z
2021-07-17T19:33:10.549Z,1.0,NaN,2021-07-17T23:58:10Z
2021-07-19T19:10:37.135Z,1.0,NaN,2021-07-19T20:30:38Z
2021-07-19T21:21:21.363Z,1.0,NaN,2021-07-19T21:24:06Z
2021-07-19T23:28:32.968Z,1.0,NaN,2021-07-20T00:06:45Z
2021-07-20T12:10:11.518Z,1.0,NaN,2021-07-20T13:13:35Z
2021-07-20T14:29:05.170Z,1.0,NaN,2021-07-20T16:28:22Z
2021-07-20T17:06:49.060Z,1.0,NaN,2021-07-20T17:41:06Z
2021-07-20T20:24:47.779Z,1.0,NaN,2021-07-20T20:51:16Z
2021-07-20T22:34:12.835Z,1.0,NaN,2021-07-20T22:43:24Z
2021-07-21T06:57:16.790Z,1.0,NaN,2021-07-21T07:17:20Z
2021-07-21T22:48:15.798Z,1.0,NaN,2021-07-22T05:16:24Z
2021-07-24T09:06:02.966Z,1.0,NaN,2021-07-24T11:07:45Z
2021-07-27T01:15:59.630Z,1.0,NaN,2021-07-27T01:45:48Z
2021-07-27T02:21:05.920Z,1.0,NaN,2021-07-27T02:29:56Z
2021-07-29T10:59:54.412Z,1.0,NaN,2021-07-29T11:10:37Z
2021-07-29T11:41:56.668Z,1.0,NaN,2021-07-29T12:57:48Z
2021-07-29T14:05:10.379Z,1.0,NaN,2021-07-29T14:14:42Z
2021-07-30T16:17:41.302Z,1.0,NaN,2021-07-30T16:33:23Z
2021-08-01T15:36:42.185Z,1.0,NaN,2021-08-01T15:54:44Z
2021-08-01T18:06:29.909Z,1.0,NaN,2021-08-01T18:33:42Z
2021-08-01T19:26:39.646Z,1.0,NaN,2021-08-01T19:59:21Z
2021-08-01T21:52:21.012Z,1.0,NaN,2021-08-01T21:57:11Z
2021-08-04T14:52:03.968Z,1.0,NaN,2021-08-04T14:57:17Z
2021-08-04T17:27:09.796Z,1.0,NaN,2021-08-04T23:20:34Z
2021-08-04T23:44:06.787Z,1.0,NaN,2021-08-04T23:47:00Z
2021-08-07T10:48:43.876Z,1.0,NaN,2021-08-07T11:35:23Z
2021-08-07T19:00:56.848Z,1.0,NaN,2021-08-07T21:52:18Z
2021-08-10T11:19:02.829Z,1.0,NaN,2021-08-10T15:05:37Z
2021-08-11T17:33:49.184Z,1.0,NaN,2021-08-11T22:14:09Z
2021-08-13T04:36:03.557Z,1.0,NaN,2021-08-13T05:56:11Z
2021-08-13T06:31:14.407Z,1.0,NaN,2021-08-13T09:07:17Z
2021-08-13T14:46:35.532Z,1.0,NaN,2021-08-13T16:52:16Z
2021-08-15T04:00:29.020Z,1.0,NaN,2021-08-15T06:45:53Z
2021-08-16T09:07:24.707Z,1.0,NaN,2021-08-16T09:11:18Z
2021-08-17T20:47:42.724Z,1.0,NaN,2021-08-17T20:51:39Z
2021-08-19T19:38:56.624Z,1.0,NaN,2021-08-19T22:04:57Z
2021-08-20T11:03:14.009Z,1.0,NaN,2021-08-20T11:16:04Z
2021-08-27T12:26:13.737Z,1.0,NaN,2021-08-27T14:18:35Z
2021-08-28T08:00:35.618Z,1.0,NaN,2021-08-28T08:08:09Z
2021-08-31T15:59:15.443Z,1.0,NaN,2021-08-31T17:44:25Z
2021-08-31T19:08:06.620Z,1.0,NaN,2021-08-31T19:29:38Z
2021-08-31T20:22:08.002Z,1.0,NaN,2021-08-31T21:21:14Z
2021-08-31T23:05:53.327Z,1.0,NaN,2021-08-31T23:25:39Z
2021-09-13T14:26:46.512Z,1.0,NaN,2021-09-13T14:31:59Z
2021-09-17T06:41:47.710Z,1.0,NaN,2021-09-17T07:07:20Z
2021-09-23T15:11:09.001Z,1.0,NaN,2021-09-23T19:00:52Z
2021-09-23T20:16:03.290Z,1.0,NaN,2021-09-23T20:57:40Z
2021-10-08T18:54:59.301Z,1.0,NaN,2021-10-08T23:33:48Z
2021-10-20T19:01:18.668Z,1.0,NaN,2021-10-20T20:27:23Z
2021-10-21T18:08:04.945Z,1.0,NaN,2021-10-21T19:31:36Z
2021-10-21T18:08:04.946Z,1.0,NaN,2021-10-21T19:31:36Z
