Input file,Event Number,Species Code,Call,Start time,End time,Parameter 1,Parameter 2,Parameter 3,Parameter 4,Parameter 5,Parameter 6,Comments,Image,Audio
F:\CHNMS MB05 Data\df24 and LTSA\MB05_05_df24\MB05_05_df24_5s_1Hz_6997.ltsa,3/18/2026 11:31,UF,Other,7/12/2023 5:54:46.5,7/12/2023 12:18:59.5,,,,,,,UF440,,
F:\CHNMS MB05 Data\df24 and LTSA\MB05_05_df24\MB05_05_df24_5s_1Hz_6997.ltsa,3/18/2026 11:32,UF,Other,7/13/2023 5:08:28.5,7/13/2023 11:57:56.5,,,,,,,UF440,,
