Input file,Event Number,Species Code,Call,Start time,End time,Parameter 1,Parameter 2,Parameter 3,Parameter 4,Parameter 5,Parameter 6,Comments,Image,Audio
F:\CHNMS MB05 Data\df24 and LTSA\MB05_02_df24\MB05_02_df24_5s_1Hz_LTSA.ltsa,3/18/2026 12:03,UF,Other,9/10/2022 2:03:40.5,9/10/2022 13:33:06.5,,,,,,,UF440,,
F:\CHNMS MB05 Data\df24 and LTSA\MB05_02_df24\MB05_02_df24_5s_1Hz_LTSA.ltsa,3/18/2026 12:03,UF,Other,9/11/2022 1:50:18.5,9/11/2022 2:52:48.5,,,,,,,UF440,,
F:\CHNMS MB05 Data\df24 and LTSA\MB05_02_df24\MB05_02_df24_5s_1Hz_LTSA.ltsa,3/18/2026 12:03,UF,Other,9/11/2022 6:18:16.5,9/11/2022 13:24:09.5,,,,,,,UF440,,
F:\CHNMS MB05 Data\df24 and LTSA\MB05_02_df24\MB05_02_df24_5s_1Hz_LTSA.ltsa,3/18/2026 12:03,UF,Other,9/12/2022 1:57:41.5,9/12/2022 3:07:41.5,,,,,,,UF440,,
F:\CHNMS MB05 Data\df24 and LTSA\MB05_02_df24\MB05_02_df24_5s_1Hz_LTSA.ltsa,3/18/2026 12:03,UF,Other,9/12/2022 6:52:30.5,9/12/2022 13:33:04.5,,,,,,,UF440,,
F:\CHNMS MB05 Data\df24 and LTSA\MB05_02_df24\MB05_02_df24_5s_1Hz_LTSA.ltsa,3/18/2026 12:03,UF,Other,9/13/2022 2:18:30.5,9/13/2022 13:30:00.5,,,,,,,UF440,,
F:\CHNMS MB05 Data\df24 and LTSA\MB05_02_df24\MB05_02_df24_5s_1Hz_LTSA.ltsa,3/18/2026 12:03,UF,Other,9/14/2022 2:18:25.5,9/14/2022 3:34:25.5,,,,,,,UF440,,
F:\CHNMS MB05 Data\df24 and LTSA\MB05_02_df24\MB05_02_df24_5s_1Hz_LTSA.ltsa,3/18/2026 12:03,UF,Other,9/14/2022 6:41:58.5,9/14/2022 13:18:02.5,,,,,,,UF440,,
F:\CHNMS MB05 Data\df24 and LTSA\MB05_02_df24\MB05_02_df24_5s_1Hz_LTSA.ltsa,3/18/2026 12:04,UF,Other,9/15/2022 2:18:23.5,9/15/2022 3:14:58.5,,,,,,,UF440,,
F:\CHNMS MB05 Data\df24 and LTSA\MB05_02_df24\MB05_02_df24_5s_1Hz_LTSA.ltsa,3/18/2026 12:04,UF,Other,9/16/2022 2:19:51.5,9/16/2022 3:01:31.5,,,,,,,UF440,,
F:\CHNMS MB05 Data\df24 and LTSA\MB05_02_df24\MB05_02_df24_5s_1Hz_LTSA.ltsa,3/18/2026 12:04,UF,Other,9/18/2022 2:16:47.5,9/18/2022 13:17:54.5,,,,,,,UF440,,
F:\CHNMS MB05 Data\df24 and LTSA\MB05_02_df24\MB05_02_df24_5s_1Hz_LTSA.ltsa,3/18/2026 12:04,UF,Other,9/19/2022 2:00:25.5,9/19/2022 13:16:27.5,,,,,,,UF440,,
F:\CHNMS MB05 Data\df24 and LTSA\MB05_02_df24\MB05_02_df24_5s_1Hz_LTSA.ltsa,3/18/2026 12:04,UF,Other,9/20/2022 1:45:28.5,9/20/2022 13:37:14.5,,,,,,,UF440,,
F:\CHNMS MB05 Data\df24 and LTSA\MB05_02_df24\MB05_02_df24_5s_1Hz_LTSA.ltsa,3/18/2026 12:04,UF,Other,9/21/2022 1:46:55.5,9/21/2022 13:31:10.5,,,,,,,UF440,,
F:\CHNMS MB05 Data\df24 and LTSA\MB05_02_df24\MB05_02_df24_5s_1Hz_LTSA.ltsa,3/18/2026 12:04,UF,Other,9/22/2022 2:07:41.5,9/22/2022 3:07:16.5,,,,,,,UF440,,
F:\CHNMS MB05 Data\df24 and LTSA\MB05_02_df24\MB05_02_df24_5s_1Hz_LTSA.ltsa,3/18/2026 12:04,UF,Other,9/22/2022 12:42:02.5,9/22/2022 13:29:37.5,,,,,,,UF440,,
F:\CHNMS MB05 Data\df24 and LTSA\MB05_02_df24\MB05_02_df24_5s_1Hz_LTSA.ltsa,3/18/2026 12:05,UF,Other,9/23/2022 1:57:14.5,9/23/2022 13:20:41.5,,,,,,,UF440,,
F:\CHNMS MB05 Data\df24 and LTSA\MB05_02_df24\MB05_02_df24_5s_1Hz_LTSA.ltsa,3/18/2026 12:06,UF,Other,9/28/2022 2:04:13.5,9/28/2022 3:08:18.5,,,,,,,UF440,,
F:\CHNMS MB05 Data\df24 and LTSA\MB05_02_df24\MB05_02_df24_5s_1Hz_LTSA.ltsa,3/18/2026 12:08,UF,Other,10/9/2022 1:50:12.5,10/9/2022 2:33:22.5,,,,,,,UF440,,
F:\CHNMS MB05 Data\df24 and LTSA\MB05_02_df24\MB05_02_df24_5s_1Hz_LTSA.ltsa,3/18/2026 12:09,UF,Other,10/19/2022 1:28:49.5,10/19/2022 2:19:29.5,,,,,,,UF440,,
F:\CHNMS MB05 Data\df24 and LTSA\MB05_02_df24\MB05_02_df24_5s_1Hz_LTSA.ltsa,3/18/2026 12:09,UF,Other,10/20/2022 1:22:52.5,10/20/2022 2:13:27.5,,,,,,,UF440,,
F:\CHNMS MB05 Data\df24 and LTSA\MB05_02_df24\MB05_02_df24_5s_1Hz_LTSA.ltsa,3/18/2026 12:09,UF,Other,10/22/2022 1:25:48.5,10/22/2022 2:13:23.5,,,,,,,UF440,,
,,,,,,,,,,,,UF440,,
