Input file,Event Number,Species Code,Call,Start time,End time,Parameter 1,Parameter 2,Parameter 3,Parameter 4,Parameter 5,Parameter 6,Comments,Image,Audio
F:\MB02_12\MB02_12_df24\LTSA_MB02_12_df24_5s_1Hz.ltsa,3/6/2026 17:03,UF,Other,7/19/2023 1:43:17.5,7/19/2023 5:25:03.5,,,,,,,UF440,,
F:\MB02_12\MB02_12_df24\LTSA_MB02_12_df24_5s_1Hz.ltsa,3/6/2026 17:03,UF,Other,7/21/2023 2:52:48.5,7/21/2023 5:00:49.5,,,,,,,UF440,,
