Input file,Event Number,Species Code,Call,Start time,End time,Parameter 1,Parameter 2,Parameter 3,Parameter 4,Parameter 5,Parameter 6,Comments,Image,Audio
F:\MB02_11\MB02_11_df24\LTSA_MB02_11_df24_5s_1Hz.ltsa,3/9/2026 9:36,UF,Other,9/15/2022 2:18:53.5,9/15/2022 2:44:13.5,,,,,,,UF440,,
F:\MB02_11\MB02_11_df24\LTSA_MB02_11_df24_5s_1Hz.ltsa,3/9/2026 9:37,UF,Other,9/16/2022 2:17:13.5,9/16/2022 3:04:51.5,,,,,,,UF440,,
F:\MB02_11\MB02_11_df24\LTSA_MB02_11_df24_5s_1Hz.ltsa,3/9/2026 9:37,UF,Other,9/17/2022 2:14:09.5,9/17/2022 3:13:37.5,,,,,,,UF440,,
F:\MB02_11\MB02_11_df24\LTSA_MB02_11_df24_5s_1Hz.ltsa,3/9/2026 9:37,UF,Other,9/18/2022 2:24:25.5,9/18/2022 3:01:33.5,,,,,,,UF440,,
F:\MB02_11\MB02_11_df24\LTSA_MB02_11_df24_5s_1Hz.ltsa,3/9/2026 9:37,UF,Other,9/19/2022 2:01:58.5,9/19/2022 3:10:26.5,,,,,,,UF440,,
F:\MB02_11\MB02_11_df24\LTSA_MB02_11_df24_5s_1Hz.ltsa,3/9/2026 9:37,UF,Other,9/20/2022 2:07:46.5,9/20/2022 2:46:31.5,,,,,,,UF440,,
F:\MB02_11\MB02_11_df24\LTSA_MB02_11_df24_5s_1Hz.ltsa,3/9/2026 9:37,UF,Other,9/21/2022 2:03:08.5,9/21/2022 2:52:16.5,,,,,,,UF440,,
F:\MB02_11\MB02_11_df24\LTSA_MB02_11_df24_5s_1Hz.ltsa,3/9/2026 9:37,UF,Other,9/22/2022 2:06:01.5,9/22/2022 2:47:46.5,,,,,,,UF440,,
F:\MB02_11\MB02_11_df24\LTSA_MB02_11_df24_5s_1Hz.ltsa,3/9/2026 9:37,UF,Other,9/23/2022 2:07:23.5,9/23/2022 3:02:26.5,,,,,,,UF440,,
F:\MB02_11\MB02_11_df24\LTSA_MB02_11_df24_5s_1Hz.ltsa,3/9/2026 9:38,UF,Other,9/24/2022 2:13:15.5,9/24/2022 2:57:53.5,,,,,,,UF440,,
F:\MB02_11\MB02_11_df24\LTSA_MB02_11_df24_5s_1Hz.ltsa,3/9/2026 9:38,UF,Other,9/25/2022 2:01:11.5,9/25/2022 3:24:29.5,,,,,,,UF440,,
F:\MB02_11\MB02_11_df24\LTSA_MB02_11_df24_5s_1Hz.ltsa,3/9/2026 9:38,UF,Other,9/30/2022 1:55:57.5,9/30/2022 3:02:55.5,,,,,,,UF440,,
F:\MB02_11\MB02_11_df24\LTSA_MB02_11_df24_5s_1Hz.ltsa,3/9/2026 9:38,UF,Other,10/3/2022 2:01:23.5,10/3/2022 2:34:13.5,,,,,,,UF440,,
