"Input file","Event Number","Species Code","Call","Start time","End time","Parameter 1","Parameter 2","Parameter 3","Parameter 4","Parameter 5","Parameter 6","Comments","Image","Audio"
"J:\MB02_11\MB02_11_df24\LTSA_MB02_11_df24_5s_1Hz.ltsa","8/8/2024 10:15","UF","Other","7/18/2022 3:17:37","7/18/2022 12:43:55",NA,NA,NA,NA,NA,NA,"Bocaccio",NA,NA
"J:\MB02_11\MB02_11_df24\LTSA_MB02_11_df24_5s_1Hz.ltsa","8/8/2024 10:15","UF","Other","7/18/2022 11:31:25","7/18/2022 12:43:55",NA,NA,NA,NA,NA,NA,"Bocaccio sunrise",NA,NA
"J:\MB02_11\MB02_11_df24\LTSA_MB02_11_df24_5s_1Hz.ltsa","8/8/2024 10:17","UF","Other","7/18/2022 4:02:32","7/18/2022 11:43:30",NA,NA,NA,NA,NA,NA,"White Seabass",NA,NA
"J:\MB02_11\MB02_11_df24\LTSA_MB02_11_df24_5s_1Hz.ltsa","8/8/2024 10:17","UF","Other","7/18/2022 4:35:17","7/18/2022 9:28:50",NA,NA,NA,NA,NA,NA,"Midshipman",NA,NA
"J:\MB02_11\MB02_11_df24\LTSA_MB02_11_df24_5s_1Hz.ltsa","8/8/2024 10:18","UF","Other","7/19/2022 3:27:59","7/19/2022 4:37:04",NA,NA,NA,NA,NA,NA,"Bocaccio sunset",NA,NA
"J:\MB02_11\MB02_11_df24\LTSA_MB02_11_df24_5s_1Hz.ltsa","8/8/2024 10:18","UF","Other","7/19/2022 3:26:14","7/19/2022 12:43:56",NA,NA,NA,NA,NA,NA,"Bocaccio",NA,NA
"J:\MB02_11\MB02_11_df24\LTSA_MB02_11_df24_5s_1Hz.ltsa","8/8/2024 10:18","UF","Other","7/19/2022 4:26:44","7/19/2022 9:09:51",NA,NA,NA,NA,NA,NA,"Midshipman",NA,NA
"J:\MB02_11\MB02_11_df24\LTSA_MB02_11_df24_5s_1Hz.ltsa","8/8/2024 10:20","UF","Other","7/19/2022 4:00:49","7/19/2022 9:04:36",NA,NA,NA,NA,NA,NA,"White Seabass",NA,NA
"J:\MB02_11\MB02_11_df24\LTSA_MB02_11_df24_5s_1Hz.ltsa","8/8/2024 10:21","UF","Other","7/20/2022 3:21:03","7/20/2022 4:42:13",NA,NA,NA,NA,NA,NA,"Bocaccio sunset",NA,NA
"J:\MB02_11\MB02_11_df24\LTSA_MB02_11_df24_5s_1Hz.ltsa","8/8/2024 10:24","UF","Other","7/20/2022 3:15:53","7/20/2022 12:43:56",NA,NA,NA,NA,NA,NA,"Bocaccio",NA,NA
